accession	organism	taxid	segment	description	isolate	strain	species_taxid	species_name	acc_org	acc_spp	classified	Stenglein_snake_number	Hepojoki_snake_number	snake_number
KP071503	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/California/snake22/2013 (L10) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/California/snake22/2013 (L10)	1654822	unclassified Reptarenavirus	KP071503_unidentified Reptarenavirus	KP071503_unclassified Reptarenavirus	FALSE	22	NA	Stenglein_snake_22
KP071499	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/California/snake23/2013 (L10) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/California/snake23/2013 (L10)	1654822	unclassified Reptarenavirus	KP071499_unidentified Reptarenavirus	KP071499_unclassified Reptarenavirus	FALSE	23	NA	Stenglein_snake_23
KP071646	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake30/2007 (L22) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake30/2007 (L22)	1654822	unclassified Reptarenavirus	KP071646_unidentified Reptarenavirus	KP071646_unclassified Reptarenavirus	FALSE	30	NA	Stenglein_snake_30
KP071637	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake31/2007 (L22) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake31/2007 (L22)	1654822	unclassified Reptarenavirus	KP071637_unidentified Reptarenavirus	KP071637_unclassified Reptarenavirus	FALSE	31	NA	Stenglein_snake_31
MN567067	Gaucho virus-1	2707730	L	Gaucho virus-1 isolate 1175-17_GauV-1 segment L, complete sequence	1175-17_GauV-1	NA	1654822	unclassified Reptarenavirus	MN567067_Gaucho virus-1	MN567067_unclassified Reptarenavirus	FALSE	NA	NA	NA
KP071665	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake28/2007 (L22) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake28/2007 (L22)	1654822	unclassified Reptarenavirus	KP071665_unidentified Reptarenavirus	KP071665_unclassified Reptarenavirus	FALSE	28	NA	Stenglein_snake_28
KP071488	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/California/snake47/2013 (L4) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/California/snake47/2013 (L4)	1654822	unclassified Reptarenavirus	KP071488_unidentified Reptarenavirus	KP071488_unclassified Reptarenavirus	FALSE	47	NA	Stenglein_snake_47
KP071494	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/California/snake46/2013 (L4) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/California/snake46/2013 (L4)	1654822	unclassified Reptarenavirus	KP071494_unidentified Reptarenavirus	KP071494_unclassified Reptarenavirus	FALSE	46	NA	Stenglein_snake_46
KP071483	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/California/snake48/2013 (L4) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/California/snake48/2013 (L4)	1654822	unclassified Reptarenavirus	KP071483_unidentified Reptarenavirus	KP071483_unclassified Reptarenavirus	FALSE	48	NA	Stenglein_snake_48
KP071661	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake24/2007 (L10) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake24/2007 (L10)	1654822	unclassified Reptarenavirus	KP071661_unidentified Reptarenavirus	KP071661_unclassified Reptarenavirus	FALSE	24	NA	Stenglein_snake_24
OR194165	Reptarenavirus sp.	2056255	L	Reptarenavirus sp. isolate RI2796 segment L Z-protein (Z) and RNA-dependent RNA polymerase (L) genes, complete cds	RI2796	NA	1654822	unclassified Reptarenavirus	OR194165_Reptarenavirus sp.	OR194165_unclassified Reptarenavirus	FALSE	NA	NA	NA
KP071676	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Florida/snake32/2005 (L15) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Florida/snake32/2005 (L15)	1654822	unclassified Reptarenavirus	KP071676_unidentified Reptarenavirus	KP071676_unclassified Reptarenavirus	FALSE	32	NA	Stenglein_snake_32
MN567043	Kaltenbach virus 1	2447926	L	Kaltenbach virus 1 isolate N171-16_KaBV-1 segment L, complete sequence	N171-16_KaBV-1	NA	1654822	unclassified Reptarenavirus	MN567043_Kaltenbach virus 1	MN567043_unclassified Reptarenavirus	FALSE	NA	NA	NA
KX527584	Kaltenbach virus	1938700	L	Kaltenbach virus clone KaBV-1_L_F15158 Z-protein and RNA-dependent RNA polymerase genes, complete cds	KaBV1	NA	1654822	unclassified Reptarenavirus	KX527584_Kaltenbach virus	KX527584_unclassified Reptarenavirus	FALSE	NA	NA	NA
KP071518	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake25/2005 (L7) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake25/2005 (L7)	1654822	unclassified Reptarenavirus	KP071518_unidentified Reptarenavirus	KP071518_unclassified Reptarenavirus	FALSE	25	NA	Stenglein_snake_25
MN567053	Kaltenbach virus 1	2447926	L	Kaltenbach virus 1 isolate 481-18_KaBV-1 segment L, complete sequence	481-18_KaBV-1	NA	1654822	unclassified Reptarenavirus	MN567053_Kaltenbach virus 1	MN567053_unclassified Reptarenavirus	FALSE	NA	NA	NA
KP071562	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Florida/snake34/1997 (L14) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Florida/snake34/1997 (L14)	1654822	unclassified Reptarenavirus	KP071562_unidentified Reptarenavirus	KP071562_unclassified Reptarenavirus	FALSE	34	NA	Stenglein_snake_34
MN567059	Kaltenbach virus 1	2447926	L	Kaltenbach virus 1 isolate 1164-18_KaBV-1 segment L, complete sequence	1164-18_KaBV-1	NA	1654822	unclassified Reptarenavirus	MN567059_Kaltenbach virus 1	MN567059_unclassified Reptarenavirus	FALSE	NA	NA	NA
MH483046	Kaltenbach virus 1	2447926	L	Kaltenbach virus 1 isolate F17-0012_4 segment L Z protein (ZP) and RNA-dependent RNA polymerase (RdRp) genes, complete cds	F17-0012_4	NA	1654822	unclassified Reptarenavirus	MH483046_Kaltenbach virus 1	MH483046_unclassified Reptarenavirus	FALSE	NA	NA	NA
KR870026	Tavallinen suomalainen mies virus	1672384	L	Tavallinen suomalainen mies virus strain TSMV-1 segment L Z protein and RdRp genes, complete cds	1	TSMV-1	3052725	Reptarenavirus commune	KR870026_Tavallinen suomalainen mies virus	KR870026_Reptarenavirus commune	TRUE	NA	Hepojoki_2015_snake_8	Hepojoki_2015_snake_8
KP071517	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake25/2005 (L10) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake25/2005 (L10)	1654822	unclassified Reptarenavirus	KP071517_unidentified Reptarenavirus	KP071517_unclassified Reptarenavirus	FALSE	25	NA	Stenglein_snake_25
MH503955	Hipoen jatkoon virus	2301525	L	Hipoen jatkoon virus strain S17-252_4 segment L, complete sequence	Hipoen jatkoon virus-1	S17-252_4	1654822	unclassified Reptarenavirus	MH503955_Hipoen jatkoon virus	MH503955_unclassified Reptarenavirus	FALSE	NA	NA	NA
MH483077	University of Giessen virus 2	2461343	L	University of Giessen virus 2 isolate S14-1477-78_9 segment L Z protein (ZP) and RNA-dependent RNA polymerase (RdRp) genes, complete cds	S14-1477-78_9	NA	3052726	Reptarenavirus giessenae	MH483077_University of Giessen virus 2	MH483077_Reptarenavirus giessenae	TRUE	NA	NA	NA
MH483085	Hipoen jatkoon virus 1	2447928	L	Hipoen jatkoon virus 1 isolate S17-172_4 segment L Z protein (ZP) and RNA-dependent RNA polymerase (RdRp) genes, complete cds	S17-172_4	NA	1654822	unclassified Reptarenavirus	MH483085_Hipoen jatkoon virus 1	MH483085_unclassified Reptarenavirus	FALSE	NA	NA	NA
KP071668	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake28/2007 (L21) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake28/2007 (L21)	1654822	unclassified Reptarenavirus	KP071668_unidentified Reptarenavirus	KP071668_unclassified Reptarenavirus	FALSE	28	NA	Stenglein_snake_28
KP071580	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Florida/snake26/2011 (L21) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Florida/snake26/2011 (L21)	1654822	unclassified Reptarenavirus	KP071580_unidentified Reptarenavirus	KP071580_unclassified Reptarenavirus	FALSE	26	NA	Stenglein_snake_26
KX527583	Aurora borealis virus	1672381	L	Aurora borealis virus clone ABV-3_L_F15158 Z-protein and RNA-dependent RNA polymerase genes, complete cds	ABV3	NA	1654822	unclassified Reptarenavirus	KX527583_Aurora borealis virus	KX527583_unclassified Reptarenavirus	FALSE	NA	NA	NA
KP071603	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Louisiana/snake42/2010 (L6) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Louisiana/snake42/2010 (L6)	1654822	unclassified Reptarenavirus	KP071603_unidentified Reptarenavirus	KP071603_unclassified Reptarenavirus	FALSE	42	NA	Stenglein_snake_42
KP071597	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Louisiana/snake43/2010 (L6) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Louisiana/snake43/2010 (L6)	1654822	unclassified Reptarenavirus	KP071597_unidentified Reptarenavirus	KP071597_unclassified Reptarenavirus	FALSE	43	NA	Stenglein_snake_43
MH483084	Kuka mita hah virus 1	2448017	L	Kuka mita hah virus 1 isolate S17-172_3 segment L Z protein (ZP) and RNA-dependent RNA polymerase (RdRp) genes, complete cds	S17-172_3	NA	1654822	unclassified Reptarenavirus	MH483084_Kuka mita hah virus 1	MH483084_unclassified Reptarenavirus	FALSE	NA	NA	NA
MH483049	Suri Vanera virus 1	2447929	L	Suri Vanera virus 1 isolate F17-0012_7 segment L Z protein (ZP) and RNA-dependent RNA polymerase (RdRp) genes, complete cds	F17-0012_7	NA	1654822	unclassified Reptarenavirus	MH483049_Suri Vanera virus 1	MH483049_unclassified Reptarenavirus	FALSE	NA	NA	NA
MH483089	Kuka mita hah virus 1	2448017	L	Kuka mita hah virus 1 isolate S17-252_3 segment L Z protein (ZP) and RNA-dependent RNA polymerase (RdRp) genes, complete cds	S17-252_3	NA	1654822	unclassified Reptarenavirus	MH483089_Kuka mita hah virus 1	MH483089_unclassified Reptarenavirus	FALSE	NA	NA	NA
KP071662	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake24/2007 (L12) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake24/2007 (L12)	1654822	unclassified Reptarenavirus	KP071662_unidentified Reptarenavirus	KP071662_unclassified Reptarenavirus	FALSE	24	NA	Stenglein_snake_24
MN567054	Aramboia boa virus-1	2707726	L	Aramboia boa virus-1 isolate 481-18_ArBV-1 segment L, complete sequence	481-18_ArBV-1	NA	1654822	unclassified Reptarenavirus	MN567054_Aramboia boa virus-1	MN567054_unclassified Reptarenavirus	FALSE	NA	NA	NA
MH483059	Suri Vanera virus 1	2447929	L	Suri Vanera virus 1 isolate Ger-pool_8 segment L Z protein (ZP) and RNA-dependent RNA polymerase (RdRp) genes, complete cds	Ger-pool_8	NA	1654822	unclassified Reptarenavirus	MH483059_Suri Vanera virus 1	MH483059_unclassified Reptarenavirus	FALSE	NA	NA	NA
MH483081	Suri Vanera virus 2	2447939	L	Suri Vanera virus 2 isolate S15-0040_6 segment L Z protein (ZP) and RNA-dependent RNA polymerase (RdRp) genes, complete cds	S15-0040_6	NA	1654822	unclassified Reptarenavirus	MH483081_Suri Vanera virus 2	MH483081_unclassified Reptarenavirus	FALSE	NA	NA	NA
KX527588	Kuka mitae haeh virus	1938701	L	Kuka mitae haeh virus clone KMHV-1_L_T200 Z-protein and RNA-dependent RNA polymerase genes, complete cds	KMHV1	NA	1654822	unclassified Reptarenavirus	KX527588_Kuka mitae haeh virus	KX527588_unclassified Reptarenavirus	FALSE	NA	NA	NA
MH483074	Suri Vanera virus 2	2447939	L	Suri Vanera virus 2 isolate S14-1477-78_6 segment L Z protein (ZP) and RNA-dependent RNA polymerase (RdRp) genes, complete cds	S14-1477-78_6	NA	1654822	unclassified Reptarenavirus	MH483074_Suri Vanera virus 2	MH483074_unclassified Reptarenavirus	FALSE	NA	NA	NA
KP071593	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Louisiana/snake43/2010 (L12) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Louisiana/snake43/2010 (L12)	1654822	unclassified Reptarenavirus	KP071593_unidentified Reptarenavirus	KP071593_unclassified Reptarenavirus	FALSE	43	NA	Stenglein_snake_43
KP071550	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/California/snake33/2008 (L12) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/California/snake33/2008 (L12)	1654822	unclassified Reptarenavirus	KP071550_unidentified Reptarenavirus	KP071550_unclassified Reptarenavirus	FALSE	33	NA	Stenglein_snake_33
MH483064	Suri Vanera virus 2	2447939	L	Suri Vanera virus 2 isolate S14-369-79_6 segment L Z protein (ZP) and RNA-dependent RNA polymerase (RdRp) genes, complete cds	S14-369-79_6	NA	1654822	unclassified Reptarenavirus	MH483064_Suri Vanera virus 2	MH483064_unclassified Reptarenavirus	FALSE	NA	NA	NA
KP071664	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake28/2007 (L2) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake28/2007 (L2)	1654822	unclassified Reptarenavirus	KP071664_unidentified Reptarenavirus	KP071664_unclassified Reptarenavirus	FALSE	28	NA	Stenglein_snake_28
KP071645	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake30/2007 (L2) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake30/2007 (L2)	1654822	unclassified Reptarenavirus	KP071645_unidentified Reptarenavirus	KP071645_unclassified Reptarenavirus	FALSE	30	NA	Stenglein_snake_30
KX527592	Aurora borealis virus	1672381	L	Aurora borealis virus clone ABV-4_L_T200 Z-protein and RNA-dependent RNA polymerase genes, complete cds	ABV4	NA	1654822	unclassified Reptarenavirus	KX527592_Aurora borealis virus	KX527592_unclassified Reptarenavirus	FALSE	NA	NA	NA
KR870033	Aurora borealis virus	1672381	L	Aurora borealis virus strain ABV-2 segment L Z protein and RdRp genes, complete cds	2	ABV-2	1654822	unclassified Reptarenavirus	KR870033_Aurora borealis virus	KR870033_unclassified Reptarenavirus	FALSE	NA	Hepojoki_2015_snake_41	Hepojoki_2015_snake_41
KX527585	Suri Vanera virus	1672383	L	Suri Vanera virus clone SVaV-1_L_F15158 Z-protein and RNA-dependent RNA polymerase genes, complete cds	SVaV1	NA	1654822	unclassified Reptarenavirus	KX527585_Suri Vanera virus	KX527585_unclassified Reptarenavirus	FALSE	NA	NA	NA
KP071552	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/California/snake33/2008 (L21) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/California/snake33/2008 (L21)	1654822	unclassified Reptarenavirus	KP071552_unidentified Reptarenavirus	KP071552_unclassified Reptarenavirus	FALSE	33	NA	Stenglein_snake_33
NC_023765	University of Helsinki virus	1382279	L	University of Helsinki virus strain UHV-1 segment L, complete sequence	1	UHV-1	1654822	unclassified Reptarenavirus	NC_023765_University of Helsinki virus	NC_023765_unclassified Reptarenavirus	FALSE	NA	NA	NA
KF297881	University of Helsinki virus 1	2848327	L	University of Helsinki virus 1 strain UHV-1 segment L, complete sequence	1	UHV-1	3052727	Reptarenavirus rotterdamense	KF297881_University of Helsinki virus 1	KF297881_Reptarenavirus rotterdamense	TRUE	NA	NA	NA
KP071600	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Louisiana/snake42/2010 (L7) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Louisiana/snake42/2010 (L7)	1654822	unclassified Reptarenavirus	KP071600_unidentified Reptarenavirus	KP071600_unclassified Reptarenavirus	FALSE	42	NA	Stenglein_snake_42
KP071579	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Florida/snake26/2011 (L7) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Florida/snake26/2011 (L7)	1654822	unclassified Reptarenavirus	KP071579_unidentified Reptarenavirus	KP071579_unclassified Reptarenavirus	FALSE	26	NA	Stenglein_snake_26
NC_023762	ROUT virus	1303019	L	Boa arenavirus NL isolate 3 segment L, complete sequence	3	NA	3052727	Reptarenavirus rotterdamense	NC_023762_ROUT virus	NC_023762_Reptarenavirus rotterdamense	TRUE	NA	NA	NA
KX527587	Suri Vanera virus	1672383	L	Suri Vanera virus clone SVaV-2_L_T200 Z-protein and RNA-dependent RNA polymerase genes, complete cds	SVaV2	NA	1654822	unclassified Reptarenavirus	KX527587_Suri Vanera virus	KX527587_unclassified Reptarenavirus	FALSE	NA	NA	NA
KC508670	ROUT virus	1303019	L	Boa arenavirus NL isolate 3 segment L, complete sequence	3	NA	3052727	Reptarenavirus rotterdamense	KC508670_ROUT virus	KC508670_Reptarenavirus rotterdamense	TRUE	NA	NA	NA
KP071647	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake30/2007 (L11) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake30/2007 (L11)	1654822	unclassified Reptarenavirus	KP071647_unidentified Reptarenavirus	KP071647_unclassified Reptarenavirus	FALSE	30	NA	Stenglein_snake_30
KP071623	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/California/snake40/2010 (L11) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/California/snake40/2010 (L11)	1654822	unclassified Reptarenavirus	KP071623_unidentified Reptarenavirus	KP071623_unclassified Reptarenavirus	FALSE	40	NA	Stenglein_snake_40
KP071638	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake31/2007 (L11) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake31/2007 (L11)	1654822	unclassified Reptarenavirus	KP071638_unidentified Reptarenavirus	KP071638_unclassified Reptarenavirus	FALSE	31	NA	Stenglein_snake_31
KP071561	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Florida/snake34/1997 (L22) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Florida/snake34/1997 (L22)	1654822	unclassified Reptarenavirus	KP071561_unidentified Reptarenavirus	KP071561_unclassified Reptarenavirus	FALSE	34	NA	Stenglein_snake_34
MH483053	University of Helsinki virus 3	2447932	L	University of Helsinki virus 3 isolate F17-0012_11 segment L Z protein (ZP) gene, complete cds	F17-0012_11	NA	1654822	unclassified Reptarenavirus	MH483053_University of Helsinki virus 3	MH483053_unclassified Reptarenavirus	FALSE	NA	NA	NA
KP071611	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Florida/snake8/2010 (L2) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Florida/snake8/2010 (L2)	1654822	unclassified Reptarenavirus	KP071611_unidentified Reptarenavirus	KP071611_unclassified Reptarenavirus	FALSE	8	NA	Stenglein_snake_8
KP071519	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake25/2005 (L18) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake25/2005 (L18)	1654822	unclassified Reptarenavirus	KP071519_unidentified Reptarenavirus	KP071519_unclassified Reptarenavirus	FALSE	25	NA	Stenglein_snake_25
KP071507	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Washington/snake20/2012 (L18) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Washington/snake20/2012 (L18)	1654822	unclassified Reptarenavirus	KP071507_unidentified Reptarenavirus	KP071507_unclassified Reptarenavirus	FALSE	20	NA	Stenglein_snake_20
KP071481	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Washington/snake21/2012 (L18) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Washington/snake21/2012 (L18)	1654822	unclassified Reptarenavirus	KP071481_unidentified Reptarenavirus	KP071481_unclassified Reptarenavirus	FALSE	21	NA	Stenglein_snake_21
KP071479	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa dumerili/California/snake27/2009 (L18) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa dumerili/California/snake27/2009 (L18)	1654822	unclassified Reptarenavirus	KP071479_unidentified Reptarenavirus	KP071479_unclassified Reptarenavirus	FALSE	27	NA	Stenglein_snake_27
KP071476	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa dumerili/California/snake27/2009 (L22) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa dumerili/California/snake27/2009 (L22)	1654822	unclassified Reptarenavirus	KP071476_unidentified Reptarenavirus	KP071476_unclassified Reptarenavirus	FALSE	27	NA	Stenglein_snake_27
MN567060	Aramboia boa virus-1	2707726	L	Aramboia boa virus-1 isolate 1164-18_ArBV-1 segment L, complete sequence	1164-18_ArBV-1	NA	1654822	unclassified Reptarenavirus	MN567060_Aramboia boa virus-1	MN567060_unclassified Reptarenavirus	FALSE	NA	NA	NA
MH503952	University of Helsinki virus	1382279	L	University of Helsinki virus strain F17-0012_11 segment L, complete sequence	University of Helsinki virus-3	F17-0012_11	1654822	unclassified Reptarenavirus	MH503952_University of Helsinki virus	MH503952_unclassified Reptarenavirus	FALSE	NA	NA	NA
MH483078	Aurora borealis virus 4	2447933	L	Aurora borealis virus 4 isolate S15-0040_3 segment L Z protein (ZP) and RNA-dependent RNA polymerase (RdRp) genes, complete cds	S15-0040_3	NA	1654822	unclassified Reptarenavirus	MH483078_Aurora borealis virus 4	MH483078_unclassified Reptarenavirus	FALSE	NA	NA	NA
MH483065	Tavallinen suomalainen mies virus 1	2447938	L	Tavallinen suomalainen mies virus 1 isolate S14-369-79_7 segment L Z protein (ZP) gene, complete cds	S14-369-79_7	NA	1654822	unclassified Reptarenavirus	MH483065_Tavallinen suomalainen mies virus 1	MH483065_unclassified Reptarenavirus	FALSE	NA	NA	NA
KX527591	Tavallinen suomalainen mies virus	1672384	L	Tavallinen suomalainen mies virus clone TSMV-2_L_T200 Z-protein and RNA-dependent RNA polymerase genes, complete cds	TSMV2	NA	3052725	Reptarenavirus commune	KX527591_Tavallinen suomalainen mies virus	KX527591_Reptarenavirus commune	TRUE	NA	NA	NA
KP071660	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake24/2007 (L2) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake24/2007 (L2)	1654822	unclassified Reptarenavirus	KP071660_unidentified Reptarenavirus	KP071660_unclassified Reptarenavirus	FALSE	24	NA	Stenglein_snake_24
KP071653	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake29/2007 (L11) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake29/2007 (L11)	1654822	unclassified Reptarenavirus	KP071653_unidentified Reptarenavirus	KP071653_unclassified Reptarenavirus	FALSE	29	NA	Stenglein_snake_29
KP071640	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Georgia/snake31/2007 (L21) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Georgia/snake31/2007 (L21)	1654822	unclassified Reptarenavirus	KP071640_unidentified Reptarenavirus	KP071640_unclassified Reptarenavirus	FALSE	31	NA	Stenglein_snake_31
KP071631	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/California/snake7/2008 (L2) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/California/snake7/2008 (L2)	1654822	unclassified Reptarenavirus	KP071631_unidentified Reptarenavirus	KP071631_unclassified Reptarenavirus	FALSE	7	NA	Stenglein_snake_7
KP071628	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/California/snake38/2009 (L18) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/California/snake38/2009 (L18)	1654822	unclassified Reptarenavirus	KP071628_unidentified Reptarenavirus	KP071628_unclassified Reptarenavirus	FALSE	38	NA	Stenglein_snake_38
KP071616	unidentified Reptarenavirus	1654823	L	Unidentified Reptarenavirus strain Reptarenavirus/Boa constrictor/Louisiana/snake41/2010 (L18) segment L Z protein (Z) and L polymerase (L) genes, complete cds	NA	Reptarenavirus/Boa constrictor/Louisiana/snake41/2010 (L18)	1654822	unclassified Reptarenavirus	KP071616_unidentified Reptarenavirus	KP071616_unclassified Reptarenavirus	FALSE	41	NA	Stenglein_snake_41
